experiment,model,model_clean,category,subject,accuracy,f1_macro
exp1_deep_raw_bigru_loso_isolated_v2,bigru,BiGRU,Raw CNN/LSTM,DB2_s12,0.30439952437574314,0.2998608199124515
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s38,0.411836485661989,0.4066943052617226
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s5,0.3001786777843955,0.29317252511032754
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s30,0.5239539114614918,0.5004741908607893
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s11,0.4125,0.39257834587389995
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s36,0.39792176039119803,0.3867298126602109
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s1,0.415576694411415,0.39389390592772344
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s26,0.26153846153846155,0.26535126186243996
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s3,0.1964179104477612,0.20322384060652698
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s29,0.2862362971985384,0.25420408012613305
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s14,0.37373737373737376,0.35791391414988694
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s37,0.16103257529194837,0.1071238815441214
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s4,0.35518474374255066,0.35697947619097264
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s13,0.3914336704342653,0.36472980633798063
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s15,0.2773809523809524,0.2783492039665333
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s2,0.29856972586412395,0.2555907229709922
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s27,0.43605359317904996,0.4254911473128309
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s28,0.45604395604395603,0.43151460388968677
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s39,0.348780487804878,0.3436807556855262
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s40,0.3429271279853031,0.31579455122744954
exp1_deep_raw_cnn_gru_attention_loso_isolated_v2,cnn_gru_attention,CNN-GRU-Attn,Raw CNN/LSTM,DB2_s12,0.31153388822829964,0.2882378573393901
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s38,0.3282489322757779,0.3040338843645544
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s5,0.2519356759976176,0.2002770764708119
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s30,0.36810187992722865,0.3112599027405817
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s11,0.2791666666666667,0.25644885962147956
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s36,0.34596577017114916,0.32493508220349254
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s1,0.2479191438763377,0.2056901457590321
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s26,0.2449230769230769,0.23014823087558925
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s3,0.23402985074626867,0.20021719061588422
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s29,0.22959805115712545,0.20137879519853757
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s14,0.2133095662507427,0.19204383350666848
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s37,0.18438844499078058,0.14205676760526242
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s4,0.36114421930870083,0.342453987980409
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s13,0.26174895895300415,0.27026167397037276
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s15,0.2732142857142857,0.24535939823715341
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s2,0.22884386174016685,0.17057796279784637
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s27,0.31425091352009743,0.28199505685253967
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s28,0.36507936507936506,0.3459087897921823
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s39,0.23536585365853657,0.19220385927839576
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s40,0.288426209430496,0.28069960839833297
exp2_deep_emg_td_seq_attention_cnn_loso,attention_cnn,Attention CNN,Feature CNN/LSTM,DB2_s12,0.25980975029726516,0.23922590049837136
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s38,0.33984136668700426,0.32539750651228877
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s5,0.32459797498511017,0.3051907065089413
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s30,0.44451182534869615,0.42152004414184396
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s11,0.4452380952380952,0.4395571018082638
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s36,0.3991442542787286,0.3943725092295899
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s1,0.3323424494649227,0.27422464817979453
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s26,0.3150769230769231,0.28658717389046984
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s3,0.2853731343283582,0.270718877938145
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s29,0.25334957369062117,0.21114778758897917
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s14,0.26262626262626265,0.25265222658063985
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s37,0.14812538414259374,0.10345092796790814
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s4,0.37842669845053634,0.3590235355931346
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s13,0.3176680547293278,0.28633509177873673
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s15,0.2898809523809524,0.28879965828696513
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s2,0.31168057210965433,0.2809378659121756
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s27,0.3934226552984166,0.38615330713644513
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s28,0.4126984126984127,0.4094929028442385
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s39,0.2573170731707317,0.24856808483726525
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s40,0.34109001837109615,0.3226262601310712
exp2_deep_emg_td_seq_bigru_loso,bigru,BiGRU,Feature CNN/LSTM,DB2_s12,0.28834720570749106,0.27336765382533346
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s38,0.31421598535692497,0.30030777718472706
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s5,0.32638475282906493,0.313913698186035
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s30,0.40024257125530627,0.38543745475341273
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s11,0.39107142857142857,0.39405819400279735
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s36,0.3643031784841076,0.37077295989901293
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s1,0.2859690844233056,0.25944924756009374
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s26,0.25846153846153846,0.24825226314498017
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s3,0.2573134328358209,0.25749530804874554
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s29,0.2551766138855055,0.21885946236506038
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s14,0.31016042780748665,0.291478163063873
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s37,0.13706207744314688,0.09783885919485771
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s4,0.3700834326579261,0.3624036918091343
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s13,0.3135038667459845,0.2857261790520754
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s15,0.2505952380952381,0.24202307670260956
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s2,0.3176400476758045,0.3002578055269275
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s27,0.3751522533495737,0.36420388741540793
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s28,0.3778998778998779,0.3603333537399883
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s39,0.27134146341463417,0.26766440557775256
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s40,0.3312921004286589,0.32025072746049604
exp2_deep_emg_td_seq_bilstm_attention_loso,bilstm_attention,BiLSTM-Attn,Feature CNN/LSTM,DB2_s12,0.2550535077288942,0.24215767513199166
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s38,0.3062843197071385,0.2948547080506297
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s5,0.28945801072066707,0.28103750147449635
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s30,0.38204972710733776,0.3729728385096534
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s11,0.3601190476190476,0.3692512441300491
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s36,0.37224938875305624,0.37294222942285965
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s1,0.28953626634958385,0.24517556789091888
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s26,0.2775384615384615,0.2632208015088213
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s3,0.24477611940298508,0.23492682133141743
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s29,0.25943970767356883,0.21385409018407434
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s14,0.27748068924539515,0.2688374451922858
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s37,0.14259373079287033,0.11213175415284977
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s4,0.3742550655542312,0.3476344276636799
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s13,0.2992266508030934,0.283100501181757
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s15,0.28273809523809523,0.28053605734861936
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s2,0.33492252681764006,0.30139489576472683
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s27,0.38246041412911086,0.3775656757603375
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s28,0.4053724053724054,0.397109479516189
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s39,0.24695121951219512,0.23532710854870736
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s40,0.32700551132884265,0.317581472017313
exp2_deep_emg_td_seq_bilstm_loso,bilstm,BiLSTM,Feature CNN/LSTM,DB2_s12,0.27764565992865636,0.2696218042712214
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s38,0.2940817571690055,0.29624358678189416
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s5,0.3287671232876712,0.31955886183020626
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s30,0.37355973317161917,0.34621008640707196
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s11,0.3541666666666667,0.3301217302740493
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s36,0.3105134474327628,0.31689758174771915
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s1,0.27705112960760997,0.21355726830797384
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s26,0.26276923076923075,0.2407810345045474
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s3,0.2519402985074627,0.2424062169713476
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s29,0.2582216808769793,0.2081481738429416
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s14,0.2709447415329768,0.24553003099677856
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s37,0.17455439459127228,0.11080531644468443
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s4,0.28903456495828367,0.23403197790497932
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s13,0.26531826293872696,0.25123649682555815
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s15,0.28809523809523807,0.2641980183131818
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s2,0.28545887961859356,0.2224203883454386
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s27,0.3909866017052375,0.3737241375764787
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s28,0.3601953601953602,0.33242392232225576
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s39,0.26402439024390245,0.23740165435218846
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s40,0.33496631965707285,0.2979467231513575
exp2_deep_emg_td_seq_cnn_gru_attention_loso,cnn_gru_attention,CNN-GRU-Attn,Feature CNN/LSTM,DB2_s12,0.24910820451843044,0.23578900645652318
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s38,0.21964612568639413,0.21038873073429148
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s5,0.32459797498511017,0.29382963600226564
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s30,0.39963614311704065,0.3525908775768657
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s11,0.36607142857142855,0.33246992326748637
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s36,0.3545232273838631,0.3576264568502042
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s1,0.28299643281807374,0.21186129146929722
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s26,0.21907692307692309,0.23078105003795515
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s3,0.2555223880597015,0.2519361874404199
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s29,0.28197320341047505,0.24664725577145688
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s14,0.25074272133095665,0.24174276813625953
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s37,0.20405654578979718,0.17760465991361485
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s4,0.2908224076281287,0.28803123322758095
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s13,0.25044616299821537,0.19762061742701847
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s15,0.2910714285714286,0.28853212796869065
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s2,0.3110846245530393,0.27467479375699905
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s27,0.3392204628501827,0.33200573380748516
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s28,0.36324786324786323,0.35868281153688886
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s39,0.3079268292682927,0.28784469686540587
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s40,0.35884874464176364,0.3474610366880183
exp2_deep_emg_td_seq_cnn_lstm_loso,cnn_lstm,CNN-LSTM,Feature CNN/LSTM,DB2_s12,0.28894173602853745,0.302884530555921
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s38,0.3007931665649786,0.3027705397991002
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s5,0.2823108993448481,0.26373172026730873
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s30,0.38144329896907214,0.33746686604402276
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s11,0.28214285714285714,0.2575540740366778
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s36,0.3025672371638142,0.3099112748274709
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s1,0.2746730083234245,0.23495320519633972
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s26,0.23384615384615384,0.20056088093826457
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s3,0.2525373134328358,0.24550422782006304
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s29,0.22107186358099878,0.210128744901137
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s14,0.2905525846702317,0.27339925312485314
exp2_deep_emg_td_seq_multiscale_cnn_loso,multiscale_cnn,Multiscale CNN,Feature CNN/LSTM,DB2_s37,0.15119852489244007,0.11583245784090321
